dissimilarity,correlation,contrast,dot,class
6.6000000000000005,0.8776398426748075,77.84444444444446,1,0
4.777777777777777,0.8225804559016637,41.066666666666684,1,0
5.911111111111112,0.8168462012416917,58.64444444444446,1,0
5.155555555555556,0.8482091578245841,50.44444444444446,1,0
5.177777777777778,0.8739254595782907,42.62222222222223,1,0
5.2333333333333325,0.762098125986024,49.455555555555584,1,0
5.555555555555554,0.9433504688978747,46.822222222222244,1,0
5.1777777777777825,0.8476482625479645,48.733333333333384,1,0
5.044444444444444,0.8714859967921006,43.26666666666669,1,0
5.344444444444443,0.8109894863764704,77.84444444444446,2,0
4.622222222222223,0.7370322868658853,41.066666666666684,2,0
6.988888888888888,0.7768949671045151,58.64444444444446,2,0
6.433333333333334,0.732848034619166,50.44444444444446,2,0
5.666666666666669,0.7465055674010899,42.62222222222223,2,0
4.911111111111111,0.7872103189184394,49.455555555555584,2,0
3.5888888888888886,0.8700544019436359,46.822222222222244,2,0
5.822222222222222,0.7326382723362007,48.733333333333384,2,0
4.81111111111111,0.9053151986769747,43.26666666666669,2,0
6.344444444444444,0.8719814371042497,65.81111111111112,1,0
5.388888888888887,0.884319300426356,47.922222222222224,1,0
4.733333333333331,0.865865771983749,38.84444444444444,1,0
5.011111111111111,0.8787392285691246,44.83333333333333,1,0
7.277777777777779,0.7855732999770398,85.72222222222223,1,0
5.533333333333333,0.8449034773830949,46.511111111111155,1,0
6.077777777777776,0.9334243725660799,62.833333333333364,1,0
5.155555555555555,0.902744369779514,42.0,1,0
4.6555555555555586,0.8483883854986592,37.41111111111113,1,0
6.044444444444441,0.8143733845785052,65.81111111111112,2,0
6.622222222222221,0.8055892337536367,47.922222222222224,2,0
4.5888888888888895,0.7911630568955235,38.84444444444444,2,0
6.144444444444445,0.7400903980862317,44.83333333333333,2,0
7.455555555555551,0.8171144290320973,85.72222222222223,2,0
5.933333333333334,0.725297294427965,46.511111111111155,2,0
5.755555555555555,0.7771518830761033,62.833333333333364,2,0
5.166666666666664,0.7941949022690196,42.0,2,0
4.18888888888889,0.8281424293514417,37.41111111111113,2,0
6.266666666666666,0.8793538603684843,57.06666666666667,1,0
5.2,0.8973833916574193,44.00000000000001,1,0
5.4,0.896294893407164,54.622222222222256,1,0
5.3777777777777755,0.9156138393303498,46.88888888888891,1,0
4.8666666666666645,0.8695923133392129,43.55555555555555,1,0
4.322222222222222,0.8620013607525066,28.433333333333348,1,0
7.144444444444444,0.8607673893401628,87.92222222222225,1,0
4.266666666666666,0.8971054604403479,30.466666666666665,1,0
4.955555555555554,0.8945567456192942,39.777777777777786,1,0
6.41111111111111,0.7527384736567887,57.06666666666667,2,0
5.6111111111111125,0.814433371877674,44.00000000000001,2,0
6.466666666666669,0.7443435603413258,54.622222222222256,2,0
5.522222222222224,0.8749292820488326,46.88888888888891,2,0
4.833333333333335,0.828258064554929,43.55555555555555,2,0
5.077777777777776,0.8368817233453403,28.433333333333348,2,0
4.233333333333334,0.7933000986295483,87.92222222222225,2,0
7.144444444444443,0.7726603297971192,30.466666666666665,2,0
7.511111111111113,0.7868768316100583,39.777777777777786,2,0
5.966666666666666,0.8560120525074402,58.30000000000001,1,0
5.3999999999999995,0.81983882969933,47.64444444444446,1,0
6.2222222222222205,0.9223824746081736,68.17777777777779,1,0
5.522222222222222,0.8767502123119135,53.455555555555584,1,0
5.066666666666667,0.8678558138303751,41.91111111111112,1,0
4.966666666666666,0.8859340256687368,40.70000000000001,1,0
6.466666666666663,0.8755078398387282,74.53333333333332,1,0
4.933333333333333,0.8444671559973985,37.20000000000001,1,0
5.466666666666666,0.8939648399828763,50.08888888888889,1,0
7.188888888888888,0.749534197636746,58.30000000000001,2,0
6.188888888888889,0.7785857842940619,47.64444444444446,2,0
